timestamp,open,high,low,close,timestamp_ny,bb_mid,bb_std,bb_upper,bb_lower,bb_width_pips
2024-11-14 23:05:00+00:00,1.05304,1.05318,1.053,1.05308,2024-11-14 18:05:00-05:00,1.053102,3.24961569381286e-05,1.0532319846277525,1.0529720153722475,2.5996925550497707
2024-11-14 23:10:00+00:00,1.05307,1.05312,1.0529,1.05292,2024-11-14 18:10:00-05:00,1.053058,7.386474270400081e-05,1.053353458970816,1.052762541029184,5.909179416319077
2024-11-14 23:15:00+00:00,1.05293,1.05296,1.05258,1.05268,2024-11-14 18:15:00-05:00,1.0529700000000002,0.00015974980504748055,1.05360899922019,1.0523310007798103,12.779984403796796
2024-11-14 23:20:00+00:00,1.05268,1.05278,1.05268,1.05272,2024-11-14 18:20:00-05:00,1.05289,0.00016468151144219943,1.053548726045769,1.0522312739542312,13.174520915377741
2024-11-14 23:25:00+00:00,1.05272,1.05272,1.05264,1.05268,2024-11-14 18:25:00-05:00,1.052816,0.00015919799059419383,1.0534527919623768,1.052179208037623,12.735839247537406
2024-11-14 23:30:00+00:00,1.05268,1.05294,1.05268,1.05292,2024-11-14 18:30:00-05:00,1.0527840000000002,0.00011200000093089592,1.0532320000037239,1.0523359999962765,8.96000007447384
2024-11-14 23:35:00+00:00,1.05292,1.05304,1.05288,1.053,2024-11-14 18:35:00-05:00,1.0528,0.00013386560502558532,1.0533354624201023,1.0522645375798976,10.709248402047677
2024-11-14 23:40:00+00:00,1.053,1.0531,1.05299,1.0531,2024-11-14 18:40:00-05:00,1.0528840000000002,0.00016119553409057002,1.0535287821363624,1.052239217863638,12.895642727244194
2024-11-14 23:45:00+00:00,1.05307,1.0532,1.05294,1.05294,2024-11-14 18:45:00-05:00,1.052928,0.0001389100435956288,1.0534836401743826,1.0523723598256176,11.112803487649536
2024-11-14 23:50:00+00:00,1.05295,1.05306,1.05286,1.05286,2024-11-14 18:50:00-05:00,1.052964,8.138796110334614e-05,1.0532895518444134,1.0526384481555866,6.511036888268151
2024-11-14 23:55:00+00:00,1.05286,1.05297,1.05273,1.05297,2024-11-14 18:55:00-05:00,1.052974,7.838367312641139e-05,1.0532875346925057,1.0526604653074945,6.270693850112252
2024-11-15 00:00:00+00:00,1.05298,1.05336,1.05276,1.05306,2024-11-14 19:00:00-05:00,1.052986,8.569714238567064e-05,1.0533287885695426,1.0526432114304574,6.855771390852361
2024-11-15 00:05:00+00:00,1.05307,1.05324,1.05288,1.05304,2024-11-14 19:05:00-05:00,1.052974,7.200000147773566e-05,1.053262000005911,1.0526859999940892,5.760000118217867
2024-11-15 00:10:00+00:00,1.05307,1.05314,1.05288,1.05288,2024-11-14 19:10:00-05:00,1.052962,8.109254104120584e-05,1.0532863701641648,1.052637629835835,6.487403283297333
2024-11-15 00:15:00+00:00,1.05289,1.05294,1.05263,1.05293,2024-11-14 19:15:00-05:00,1.052976,6.711184852792596e-05,1.0532444473941116,1.0527075526058882,5.368947882233854
2024-11-15 00:20:00+00:00,1.05294,1.05307,1.05266,1.05267,2024-11-14 19:20:00-05:00,1.052916,0.00014008568881747785,1.0534763427552698,1.0523556572447301,11.206855105396762
2024-11-15 00:25:00+00:00,1.05266,1.05278,1.05252,1.05268,2024-11-14 19:25:00-05:00,1.0528400000000002,0.0001443606601873662,1.0534174426407497,1.0522625573592508,11.548852814988741
2024-11-15 00:30:00+00:00,1.0527,1.05284,1.05258,1.0528,2024-11-14 19:30:00-05:00,1.052792,0.00010419213122232104,1.0532087685248892,1.0523752314751107,8.3353704977851
2024-11-15 00:35:00+00:00,1.05282,1.05285,1.05258,1.05264,2024-11-14 19:35:00-05:00,1.0527440000000001,0.00010781465673809558,1.0531752586269525,1.0523127413730478,8.625172539047377
2024-11-15 00:40:00+00:00,1.05264,1.05265,1.05237,1.05242,2024-11-14 19:40:00-05:00,1.052642,0.0001236769994996186,1.0531367079979985,1.0521472920020016,9.894159959968896
2024-11-15 00:45:00+00:00,1.05243,1.05278,1.05243,1.05274,2024-11-14 19:45:00-05:00,1.052656,0.00012986146543738503,1.0531754458617495,1.0521365541382506,10.388917234989137
2024-11-15 00:50:00+00:00,1.05274,1.05305,1.05268,1.05296,2024-11-14 19:50:00-05:00,1.0527119999999999,0.0001791535659896123,1.0534286142639584,1.0519953857360413,14.33228527917052
2024-11-15 00:55:00+00:00,1.05296,1.0533,1.05288,1.05308,2024-11-14 19:55:00-05:00,1.052768,0.0002334437838282569,1.053701775135313,1.0518342248646868,18.675502706262392
2024-11-15 01:00:00+00:00,1.05307,1.05316,1.05282,1.05292,2024-11-14 20:00:00-05:00,1.052824,0.00022957351809237833,1.0537422940723695,1.0519057059276304,18.36588144739082
